name,arm,distance,cue,measure,lens,layer,rank
Elias,direct,20,cue_a,adj,logit,21,1794
Elias,direct,20,cue_a,adj,jlens,22,37934
Elias,direct,20,cue_a,adj,logit,22,2318
Elias,direct,20,cue_a,adj,jlens,23,28648
Elias,direct,20,cue_a,adj,logit,23,2567
Elias,direct,20,cue_a,adj,jlens,24,19311
Elias,direct,20,cue_a,adj,logit,24,2023
Elias,direct,20,cue_a,adj,jlens,25,15878
Elias,direct,20,cue_a,adj,logit,25,3709
Elias,direct,20,cue_a,adj,jlens,26,9916
Elias,direct,20,cue_a,adj,logit,26,3041
Elias,direct,20,cue_a,tracer,jlens,13,2372
Elias,direct,20,cue_a,tracer,logit,13,47132
Elias,direct,20,cue_a,tracer,jlens,14,2211
Elias,direct,20,cue_a,tracer,logit,14,65286
Elias,direct,20,cue_a,tracer,jlens,15,6636
Elias,direct,20,cue_a,tracer,logit,15,45101
Elias,direct,20,cue_a,tracer,jlens,16,13578
Elias,direct,20,cue_a,tracer,logit,16,11308
Elias,direct,20,cue_a,tracer,jlens,17,10058
Elias,direct,20,cue_a,tracer,logit,17,10667
Elias,direct,20,cue_a,tracer,jlens,18,8443
Elias,direct,20,cue_a,tracer,logit,18,11453
Elias,direct,20,cue_a,tracer,jlens,19,6711
Elias,direct,20,cue_a,tracer,logit,19,7939
Elias,direct,20,cue_a,tracer,jlens,20,7465
Elias,direct,20,cue_a,tracer,logit,20,5132
Elias,direct,20,cue_a,tracer,jlens,21,15225
Elias,direct,20,cue_a,tracer,logit,21,5008
Elias,direct,20,cue_a,tracer,jlens,22,21810
Elias,direct,20,cue_a,tracer,logit,22,10949
Elias,direct,20,cue_a,tracer,jlens,23,27940
Elias,direct,20,cue_a,tracer,logit,23,15954
Elias,direct,20,cue_a,tracer,jlens,24,22430
Elias,direct,20,cue_a,tracer,logit,24,13581
Elias,direct,20,cue_a,tracer,jlens,25,25393
Elias,direct,20,cue_a,tracer,logit,25,22377
Elias,direct,20,cue_a,tracer,jlens,26,28006
Elias,direct,20,cue_a,tracer,logit,26,19820
Elias,direct,20,passive,trait,jlens,13,8477
Elias,direct,20,passive,trait,logit,13,78373
Elias,direct,20,passive,trait,jlens,14,39925
Elias,direct,20,passive,trait,logit,14,88984
Elias,direct,20,passive,trait,jlens,15,20165
Elias,direct,20,passive,trait,logit,15,88165
Elias,direct,20,passive,trait,jlens,16,19038
Elias,direct,20,passive,trait,logit,16,36003
Elias,direct,20,passive,trait,jlens,17,9862
Elias,direct,20,passive,trait,logit,17,18681
Elias,direct,20,passive,trait,jlens,18,8798
Elias,direct,20,passive,trait,logit,18,12625
Elias,direct,20,passive,trait,jlens,19,6790
Elias,direct,20,passive,trait,logit,19,6364
