name,arm,distance,condition,measure,lens,layer,rank
Maria,inferred,0,baseline,trait,logit,23,8
Maria,inferred,0,baseline,trait,jlens,24,1
Maria,inferred,0,baseline,trait,logit,24,7
Maria,inferred,0,baseline,trait,jlens,25,3
Maria,inferred,0,baseline,trait,logit,25,7
Maria,inferred,0,baseline,trait,jlens,26,3
Maria,inferred,0,baseline,trait,logit,26,6
Maria,inferred,0,scene,trait,jlens,13,2276
Maria,inferred,0,scene,trait,logit,13,1628
Maria,inferred,0,scene,trait,jlens,14,18091
Maria,inferred,0,scene,trait,logit,14,1233
Maria,inferred,0,scene,trait,jlens,15,513
Maria,inferred,0,scene,trait,logit,15,931
Maria,inferred,0,scene,trait,jlens,16,268
Maria,inferred,0,scene,trait,logit,16,361
Maria,inferred,0,scene,trait,jlens,17,16
Maria,inferred,0,scene,trait,logit,17,183
Maria,inferred,0,scene,trait,jlens,18,39
Maria,inferred,0,scene,trait,logit,18,174
Maria,inferred,0,scene,trait,jlens,19,69
Maria,inferred,0,scene,trait,logit,19,137
Maria,inferred,0,scene,trait,jlens,20,37
Maria,inferred,0,scene,trait,logit,20,83
Maria,inferred,0,scene,trait,jlens,21,9
Maria,inferred,0,scene,trait,logit,21,54
Maria,inferred,0,scene,trait,jlens,22,18
Maria,inferred,0,scene,trait,logit,22,88
Maria,inferred,0,scene,trait,jlens,23,26
Maria,inferred,0,scene,trait,logit,23,121
Maria,inferred,0,scene,trait,jlens,24,27
Maria,inferred,0,scene,trait,logit,24,92
Maria,inferred,0,scene,trait,jlens,25,30
Maria,inferred,0,scene,trait,logit,25,57
Maria,inferred,0,scene,trait,jlens,26,31
Maria,inferred,0,scene,trait,logit,26,61
Maria,inferred,1,baseline,trait,jlens,13,822
Maria,inferred,1,baseline,trait,logit,13,4766
Maria,inferred,1,baseline,trait,jlens,14,1781
Maria,inferred,1,baseline,trait,logit,14,1685
Maria,inferred,1,baseline,trait,jlens,15,279
Maria,inferred,1,baseline,trait,logit,15,1412
Maria,inferred,1,baseline,trait,jlens,16,260
Maria,inferred,1,baseline,trait,logit,16,308
Maria,inferred,1,baseline,trait,jlens,17,3
Maria,inferred,1,baseline,trait,logit,17,36
Maria,inferred,1,baseline,trait,jlens,18,2
Maria,inferred,1,baseline,trait,logit,18,59
Maria,inferred,1,baseline,trait,jlens,19,7
Maria,inferred,1,baseline,trait,logit,19,139
Maria,inferred,1,baseline,trait,jlens,20,2
Maria,inferred,1,baseline,trait,logit,20,29
Maria,inferred,1,baseline,trait,jlens,21,1
Maria,inferred,1,baseline,trait,logit,21,18
Maria,inferred,1,baseline,trait,jlens,22,1
Maria,inferred,1,baseline,trait,logit,22,25
Maria,inferred,1,baseline,trait,jlens,23,2
Maria,inferred,1,baseline,trait,logit,23,18
Maria,inferred,1,baseline,trait,jlens,24,1
Maria,inferred,1,baseline,trait,logit,24,7
Maria,inferred,1,baseline,trait,jlens,25,3
Maria,inferred,1,baseline,trait,logit,25,8
Maria,inferred,1,baseline,trait,jlens,26,4
Maria,inferred,1,baseline,trait,logit,26,8
Maria,inferred,1,scene,trait,jlens,13,1211
Maria,inferred,1,scene,trait,logit,13,1924
Maria,inferred,1,scene,trait,jlens,14,9702
Maria,inferred,1,scene,trait,logit,14,1093
Maria,inferred,1,scene,trait,jlens,15,1174
Maria,inferred,1,scene,trait,logit,15,2132
Maria,inferred,1,scene,trait,jlens,16,1496
Maria,inferred,1,scene,trait,logit,16,712
Maria,inferred,1,scene,trait,jlens,17,367
Maria,inferred,1,scene,trait,logit,17,386
Maria,inferred,1,scene,trait,jlens,18,330
Maria,inferred,1,scene,trait,logit,18,323
Maria,inferred,1,scene,trait,jlens,19,514
Maria,inferred,1,scene,trait,logit,19,194
Maria,inferred,1,scene,trait,jlens,20,222
Maria,inferred,1,scene,trait,logit,20,47
Maria,inferred,1,scene,trait,jlens,21,129
Maria,inferred,1,scene,trait,logit,21,41
Maria,inferred,1,scene,trait,jlens,22,187
Maria,inferred,1,scene,trait,logit,22,60
Maria,inferred,1,scene,trait,jlens,23,259
Maria,inferred,1,scene,trait,logit,23,98
Maria,inferred,1,scene,trait,jlens,24,357
Maria,inferred,1,scene,trait,logit,24,205
Maria,inferred,1,scene,trait,jlens,25,485
Maria,inferred,1,scene,trait,logit,25,300
Maria,inferred,1,scene,trait,jlens,26,755
Maria,inferred,1,scene,trait,logit,26,271
Maria,inferred,1,control,trait,jlens,13,2273
Maria,inferred,1,control,trait,logit,13,1526
Maria,inferred,1,control,trait,jlens,14,10979
Maria,inferred,1,control,trait,logit,14,764
Maria,inferred,1,control,trait,jlens,15,391
Maria,inferred,1,control,trait,logit,15,884
Maria,inferred,1,control,trait,jlens,16,666
Maria,inferred,1,control,trait,logit,16,351
Maria,inferred,1,control,trait,jlens,17,11
Maria,inferred,1,control,trait,logit,17,79
Maria,inferred,1,control,trait,jlens,18,16
Maria,inferred,1,control,trait,logit,18,124
Maria,inferred,1,control,trait,jlens,19,19
Maria,inferred,1,control,trait,logit,19,160
Maria,inferred,1,control,trait,jlens,20,3
Maria,inferred,1,control,trait,logit,20,29
Maria,inferred,1,control,trait,jlens,21,1
Maria,inferred,1,control,trait,logit,21,21
Maria,inferred,1,control,trait,jlens,22,1
Maria,inferred,1,control,trait,logit,22,20
Maria,inferred,1,control,trait,jlens,23,2
Maria,inferred,1,control,trait,logit,23,11
Maria,inferred,1,control,trait,jlens,24,1
Maria,inferred,1,control,trait,logit,24,6
Maria,inferred,1,control,trait,jlens,25,3
Maria,inferred,1,control,trait,logit,25,4
Maria,inferred,1,control,trait,jlens,26,3
Maria,inferred,1,control,trait,logit,26,4
Maria,inferred,2,baseline,trait,jlens,13,795
Maria,inferred,2,baseline,trait,logit,13,5090
Maria,inferred,2,baseline,trait,jlens,14,1923
Maria,inferred,2,baseline,trait,logit,14,2481
Maria,inferred,2,baseline,trait,jlens,15,507
Maria,inferred,2,baseline,trait,logit,15,2513
Maria,inferred,2,baseline,trait,jlens,16,508
Maria,inferred,2,baseline,trait,logit,16,467
Maria,inferred,2,baseline,trait,jlens,17,4
Maria,inferred,2,baseline,trait,logit,17,29
Maria,inferred,2,baseline,trait,jlens,18,2
Maria,inferred,2,baseline,trait,logit,18,45
Maria,inferred,2,baseline,trait,jlens,19,4
Maria,inferred,2,baseline,trait,logit,19,94
Maria,inferred,2,baseline,trait,jlens,20,1
Maria,inferred,2,baseline,trait,logit,20,28
Maria,inferred,2,baseline,trait,jlens,21,1
Maria,inferred,2,baseline,trait,logit,21,10
Maria,inferred,2,baseline,trait,jlens,22,1
Maria,inferred,2,baseline,trait,logit,22,21
Maria,inferred,2,baseline,trait,jlens,23,1
Maria,inferred,2,baseline,trait,logit,23,14
Maria,inferred,2,baseline,trait,jlens,24,1
Maria,inferred,2,baseline,trait,logit,24,8
Maria,inferred,2,baseline,trait,jlens,25,3
Maria,inferred,2,baseline,trait,logit,25,8
Maria,inferred,2,baseline,trait,jlens,26,3
Maria,inferred,2,baseline,trait,logit,26,8
Maria,inferred,2,scene,trait,jlens,13,1113
Maria,inferred,2,scene,trait,logit,13,3162
Maria,inferred,2,scene,trait,jlens,14,7711
Maria,inferred,2,scene,trait,logit,14,1567
Maria,inferred,2,scene,trait,jlens,15,977
Maria,inferred,2,scene,trait,logit,15,2158
Maria,inferred,2,scene,trait,jlens,16,1325
Maria,inferred,2,scene,trait,logit,16,1035
Maria,inferred,2,scene,trait,jlens,17,269
Maria,inferred,2,scene,trait,logit,17,401
Maria,inferred,2,scene,trait,jlens,18,260
Maria,inferred,2,scene,trait,logit,18,323
Maria,inferred,2,scene,trait,jlens,19,321
Maria,inferred,2,scene,trait,logit,19,149
Maria,inferred,2,scene,trait,jlens,20,174
Maria,inferred,2,scene,trait,logit,20,45
Maria,inferred,2,scene,trait,jlens,21,91
Maria,inferred,2,scene,trait,logit,21,36
Maria,inferred,2,scene,trait,jlens,22,144
Maria,inferred,2,scene,trait,logit,22,57
Maria,inferred,2,scene,trait,jlens,23,189
Maria,inferred,2,scene,trait,logit,23,95
Maria,inferred,2,scene,trait,jlens,24,188
Maria,inferred,2,scene,trait,logit,24,181
Maria,inferred,2,scene,trait,jlens,25,245
Maria,inferred,2,scene,trait,logit,25,285
Maria,inferred,2,scene,trait,jlens,26,393
Maria,inferred,2,scene,trait,logit,26,233
Maria,inferred,2,control,trait,jlens,13,313
Maria,inferred,2,control,trait,logit,13,1779
Maria,inferred,2,control,trait,jlens,14,398
Maria,inferred,2,control,trait,logit,14,843
Maria,inferred,2,control,trait,jlens,15,290
Maria,inferred,2,control,trait,logit,15,597
Maria,inferred,2,control,trait,jlens,16,178
Maria,inferred,2,control,trait,logit,16,262
Maria,inferred,2,control,trait,jlens,17,6
Maria,inferred,2,control,trait,logit,17,35
Maria,inferred,2,control,trait,jlens,18,5
Maria,inferred,2,control,trait,logit,18,113
Maria,inferred,2,control,trait,jlens,19,14
Maria,inferred,2,control,trait,logit,19,111
Maria,inferred,2,control,trait,jlens,20,4
Maria,inferred,2,control,trait,logit,20,52
Maria,inferred,2,control,trait,jlens,21,4
Maria,inferred,2,control,trait,logit,21,23
Maria,inferred,2,control,trait,jlens,22,3
Maria,inferred,2,control,trait,logit,22,59
Maria,inferred,2,control,trait,jlens,23,9
Maria,inferred,2,control,trait,logit,23,57
Maria,inferred,2,control,trait,jlens,24,4
Maria,inferred,2,control,trait,logit,24,19
Maria,inferred,2,control,trait,jlens,25,5
Maria,inferred,2,control,trait,logit,25,14
Maria,inferred,2,control,trait,jlens,26,6
Maria,inferred,2,control,trait,logit,26,15
Maria,inferred,4,baseline,trait,jlens,13,745
Maria,inferred,4,baseline,trait,logit,13,5275
Maria,inferred,4,baseline,trait,jlens,14,2135
Maria,inferred,4,baseline,trait,logit,14,2785
Maria,inferred,4,baseline,trait,jlens,15,1464
Maria,inferred,4,baseline,trait,logit,15,2933
Maria,inferred,4,baseline,trait,jlens,16,1865
Maria,inferred,4,baseline,trait,logit,16,879
Maria,inferred,4,baseline,trait,jlens,17,8
Maria,inferred,4,baseline,trait,logit,17,58
Maria,inferred,4,baseline,trait,jlens,18,14
Maria,inferred,4,baseline,trait,logit,18,99
Maria,inferred,4,baseline,trait,jlens,19,21
Maria,inferred,4,baseline,trait,logit,19,140
Maria,inferred,4,baseline,trait,jlens,20,9
Maria,inferred,4,baseline,trait,logit,20,47
Maria,inferred,4,baseline,trait,jlens,21,1
Maria,inferred,4,baseline,trait,logit,21,23
Maria,inferred,4,baseline,trait,jlens,22,1
Maria,inferred,4,baseline,trait,logit,22,47
Maria,inferred,4,baseline,trait,jlens,23,4
Maria,inferred,4,baseline,trait,logit,23,33
Maria,inferred,4,baseline,trait,jlens,24,2
Maria,inferred,4,baseline,trait,logit,24,11
Maria,inferred,4,baseline,trait,jlens,25,3
Maria,inferred,4,baseline,trait,logit,25,9
Maria,inferred,4,baseline,trait,jlens,26,6
Maria,inferred,4,baseline,trait,logit,26,12
Maria,inferred,4,scene,trait,jlens,13,1413
Maria,inferred,4,scene,trait,logit,13,3969
Maria,inferred,4,scene,trait,jlens,14,7798
Maria,inferred,4,scene,trait,logit,14,1945
Maria,inferred,4,scene,trait,jlens,15,1521
Maria,inferred,4,scene,trait,logit,15,2245
Maria,inferred,4,scene,trait,jlens,16,2153
Maria,inferred,4,scene,trait,logit,16,1146
Maria,inferred,4,scene,trait,jlens,17,282
Maria,inferred,4,scene,trait,logit,17,386
Maria,inferred,4,scene,trait,jlens,18,269
Maria,inferred,4,scene,trait,logit,18,255
Maria,inferred,4,scene,trait,jlens,19,350
Maria,inferred,4,scene,trait,logit,19,146
Maria,inferred,4,scene,trait,jlens,20,195
Maria,inferred,4,scene,trait,logit,20,39
Maria,inferred,4,scene,trait,jlens,21,84
Maria,inferred,4,scene,trait,logit,21,41
Maria,inferred,4,scene,trait,jlens,22,104
Maria,inferred,4,scene,trait,logit,22,56
Maria,inferred,4,scene,trait,jlens,23,134
Maria,inferred,4,scene,trait,logit,23,88
Maria,inferred,4,scene,trait,jlens,24,116
Maria,inferred,4,scene,trait,logit,24,175
Maria,inferred,4,scene,trait,jlens,25,142
Maria,inferred,4,scene,trait,logit,25,273
Maria,inferred,4,scene,trait,jlens,26,223
Maria,inferred,4,scene,trait,logit,26,218
Maria,inferred,4,control,trait,jlens,13,1365
Maria,inferred,4,control,trait,logit,13,2064
Maria,inferred,4,control,trait,jlens,14,4020
Maria,inferred,4,control,trait,logit,14,1073
Maria,inferred,4,control,trait,jlens,15,1452
Maria,inferred,4,control,trait,logit,15,1220
Maria,inferred,4,control,trait,jlens,16,1343
Maria,inferred,4,control,trait,logit,16,553
Maria,inferred,4,control,trait,jlens,17,4
Maria,inferred,4,control,trait,logit,17,46
Maria,inferred,4,control,trait,jlens,18,7
Maria,inferred,4,control,trait,logit,18,77
Maria,inferred,4,control,trait,jlens,19,11
Maria,inferred,4,control,trait,logit,19,127
Maria,inferred,4,control,trait,jlens,20,2
Maria,inferred,4,control,trait,logit,20,23
Maria,inferred,4,control,trait,jlens,21,1
Maria,inferred,4,control,trait,logit,21,13
Maria,inferred,4,control,trait,jlens,22,1
Maria,inferred,4,control,trait,logit,22,24
Maria,inferred,4,control,trait,jlens,23,2
Maria,inferred,4,control,trait,logit,23,11
Maria,inferred,4,control,trait,jlens,24,1
Maria,inferred,4,control,trait,logit,24,8
Maria,inferred,4,control,trait,jlens,25,3
Maria,inferred,4,control,trait,logit,25,4
Maria,inferred,4,control,trait,jlens,26,3
Maria,inferred,4,control,trait,logit,26,4
Maria,inferred,7,baseline,trait,jlens,13,1069
Maria,inferred,7,baseline,trait,logit,13,4362
Maria,inferred,7,baseline,trait,jlens,14,2866
Maria,inferred,7,baseline,trait,logit,14,2802
Maria,inferred,7,baseline,trait,jlens,15,1616
Maria,inferred,7,baseline,trait,logit,15,2951
Maria,inferred,7,baseline,trait,jlens,16,2269
Maria,inferred,7,baseline,trait,logit,16,963
Maria,inferred,7,baseline,trait,jlens,17,39
Maria,inferred,7,baseline,trait,logit,17,163
Maria,inferred,7,baseline,trait,jlens,18,60
Maria,inferred,7,baseline,trait,logit,18,299
Maria,inferred,7,baseline,trait,jlens,19,76
Maria,inferred,7,baseline,trait,logit,19,108
Maria,inferred,7,baseline,trait,jlens,20,24
Maria,inferred,7,baseline,trait,logit,20,51
Maria,inferred,7,baseline,trait,jlens,21,10
Maria,inferred,7,baseline,trait,logit,21,22
Maria,inferred,7,baseline,trait,jlens,22,14
Maria,inferred,7,baseline,trait,logit,22,55
Maria,inferred,7,baseline,trait,jlens,23,21
Maria,inferred,7,baseline,trait,logit,23,98
Maria,inferred,7,baseline,trait,jlens,24,8
Maria,inferred,7,baseline,trait,logit,24,56
Maria,inferred,7,baseline,trait,jlens,25,9
Maria,inferred,7,baseline,trait,logit,25,30
Maria,inferred,7,baseline,trait,jlens,26,16
Maria,inferred,7,baseline,trait,logit,26,58
Maria,inferred,7,scene,trait,jlens,13,1444
Maria,inferred,7,scene,trait,logit,13,4519
Maria,inferred,7,scene,trait,jlens,14,5125
Maria,inferred,7,scene,trait,logit,14,2270
Maria,inferred,7,scene,trait,jlens,15,1334
Maria,inferred,7,scene,trait,logit,15,2528
Maria,inferred,7,scene,trait,jlens,16,2650
Maria,inferred,7,scene,trait,logit,16,1110
Maria,inferred,7,scene,trait,jlens,17,450
Maria,inferred,7,scene,trait,logit,17,360
Maria,inferred,7,scene,trait,jlens,18,492
Maria,inferred,7,scene,trait,logit,18,212
Maria,inferred,7,scene,trait,jlens,19,587
Maria,inferred,7,scene,trait,logit,19,104
Maria,inferred,7,scene,trait,jlens,20,287
Maria,inferred,7,scene,trait,logit,20,36
Maria,inferred,7,scene,trait,jlens,21,143
Maria,inferred,7,scene,trait,logit,21,31
Maria,inferred,7,scene,trait,jlens,22,105
Maria,inferred,7,scene,trait,logit,22,62
Maria,inferred,7,scene,trait,jlens,23,142
Maria,inferred,7,scene,trait,logit,23,115
Maria,inferred,7,scene,trait,jlens,24,120
Maria,inferred,7,scene,trait,logit,24,185
Maria,inferred,7,scene,trait,jlens,25,135
Maria,inferred,7,scene,trait,logit,25,287
Maria,inferred,7,scene,trait,jlens,26,206
Maria,inferred,7,scene,trait,logit,26,244
Maria,inferred,7,control,trait,jlens,13,1063
Maria,inferred,7,control,trait,logit,13,4844
Maria,inferred,7,control,trait,jlens,14,3404
Maria,inferred,7,control,trait,logit,14,2723
Maria,inferred,7,control,trait,jlens,15,1609
Maria,inferred,7,control,trait,logit,15,2905
Maria,inferred,7,control,trait,jlens,16,2361
Maria,inferred,7,control,trait,logit,16,949
Maria,inferred,7,control,trait,jlens,17,35
Maria,inferred,7,control,trait,logit,17,181
Maria,inferred,7,control,trait,jlens,18,47
Maria,inferred,7,control,trait,logit,18,283
Maria,inferred,7,control,trait,jlens,19,64
Maria,inferred,7,control,trait,logit,19,114
Maria,inferred,7,control,trait,jlens,20,23
Maria,inferred,7,control,trait,logit,20,60
Maria,inferred,7,control,trait,jlens,21,9
Maria,inferred,7,control,trait,logit,21,23
Maria,inferred,7,control,trait,jlens,22,9
Maria,inferred,7,control,trait,logit,22,58
Maria,inferred,7,control,trait,jlens,23,14
Maria,inferred,7,control,trait,logit,23,88
Maria,inferred,7,control,trait,jlens,24,6
Maria,inferred,7,control,trait,logit,24,36
Maria,inferred,7,control,trait,jlens,25,7
Maria,inferred,7,control,trait,logit,25,16
Maria,inferred,7,control,trait,jlens,26,9
Maria,inferred,7,control,trait,logit,26,31
Maria,inferred,10,baseline,trait,jlens,13,812
Maria,inferred,10,baseline,trait,logit,13,4097
Maria,inferred,10,baseline,trait,jlens,14,1817
Maria,inferred,10,baseline,trait,logit,14,2096
Maria,inferred,10,baseline,trait,jlens,15,1510
Maria,inferred,10,baseline,trait,logit,15,2265
Maria,inferred,10,baseline,trait,jlens,16,2368
Maria,inferred,10,baseline,trait,logit,16,847
Maria,inferred,10,baseline,trait,jlens,17,32
Maria,inferred,10,baseline,trait,logit,17,135
Maria,inferred,10,baseline,trait,jlens,18,49
Maria,inferred,10,baseline,trait,logit,18,280
Maria,inferred,10,baseline,trait,jlens,19,53
Maria,inferred,10,baseline,trait,logit,19,73
Maria,inferred,10,baseline,trait,jlens,20,20
Maria,inferred,10,baseline,trait,logit,20,34
Maria,inferred,10,baseline,trait,jlens,21,7
Maria,inferred,10,baseline,trait,logit,21,20
Maria,inferred,10,baseline,trait,jlens,22,8
Maria,inferred,10,baseline,trait,logit,22,55
Maria,inferred,10,baseline,trait,jlens,23,11
Maria,inferred,10,baseline,trait,logit,23,77
Maria,inferred,10,baseline,trait,jlens,24,7
Maria,inferred,10,baseline,trait,logit,24,44
Maria,inferred,10,baseline,trait,jlens,25,6
Maria,inferred,10,baseline,trait,logit,25,24
Maria,inferred,10,baseline,trait,jlens,26,13
Maria,inferred,10,baseline,trait,logit,26,42
Maria,inferred,10,scene,trait,jlens,13,1244
Maria,inferred,10,scene,trait,logit,13,3976
Maria,inferred,10,scene,trait,jlens,14,2771
Maria,inferred,10,scene,trait,logit,14,1905
Maria,inferred,10,scene,trait,jlens,15,1238
Maria,inferred,10,scene,trait,logit,15,2479
Maria,inferred,10,scene,trait,jlens,16,3189
Maria,inferred,10,scene,trait,logit,16,1389
Maria,inferred,10,scene,trait,jlens,17,795
Maria,inferred,10,scene,trait,logit,17,433
Maria,inferred,10,scene,trait,jlens,18,956
Maria,inferred,10,scene,trait,logit,18,249
Maria,inferred,10,scene,trait,jlens,19,1236
Maria,inferred,10,scene,trait,logit,19,104
Maria,inferred,10,scene,trait,jlens,20,634
Maria,inferred,10,scene,trait,logit,20,36
Maria,inferred,10,scene,trait,jlens,21,258
Maria,inferred,10,scene,trait,logit,21,41
Maria,inferred,10,scene,trait,jlens,22,216
Maria,inferred,10,scene,trait,logit,22,94
Maria,inferred,10,scene,trait,jlens,23,240
Maria,inferred,10,scene,trait,logit,23,174
Maria,inferred,10,scene,trait,jlens,24,200
Maria,inferred,10,scene,trait,logit,24,265
Maria,inferred,10,scene,trait,jlens,25,231
Maria,inferred,10,scene,trait,logit,25,379
Maria,inferred,10,scene,trait,jlens,26,358
Maria,inferred,10,scene,trait,logit,26,376
Maria,inferred,10,control,trait,jlens,13,817
Maria,inferred,10,control,trait,logit,13,4598
Maria,inferred,10,control,trait,jlens,14,1942
Maria,inferred,10,control,trait,logit,14,2449
Maria,inferred,10,control,trait,jlens,15,1416
Maria,inferred,10,control,trait,logit,15,2810
Maria,inferred,10,control,trait,jlens,16,2164
Maria,inferred,10,control,trait,logit,16,917
Maria,inferred,10,control,trait,jlens,17,25
Maria,inferred,10,control,trait,logit,17,158
Maria,inferred,10,control,trait,jlens,18,39
Maria,inferred,10,control,trait,logit,18,283
Maria,inferred,10,control,trait,jlens,19,48
Maria,inferred,10,control,trait,logit,19,81
Maria,inferred,10,control,trait,jlens,20,22
Maria,inferred,10,control,trait,logit,20,44
Maria,inferred,10,control,trait,jlens,21,6
Maria,inferred,10,control,trait,logit,21,21
Maria,inferred,10,control,trait,jlens,22,6
Maria,inferred,10,control,trait,logit,22,60
Maria,inferred,10,control,trait,jlens,23,10
Maria,inferred,10,control,trait,logit,23,59
Maria,inferred,10,control,trait,jlens,24,5
Maria,inferred,10,control,trait,logit,24,31
Maria,inferred,10,control,trait,jlens,25,6
Maria,inferred,10,control,trait,logit,25,16
Maria,inferred,10,control,trait,jlens,26,8
Maria,inferred,10,control,trait,logit,26,27
Maria,inferred,30,baseline,trait,jlens,13,357
Maria,inferred,30,baseline,trait,logit,13,2952
Maria,inferred,30,baseline,trait,jlens,14,679
Maria,inferred,30,baseline,trait,logit,14,1312
Maria,inferred,30,baseline,trait,jlens,15,1080
Maria,inferred,30,baseline,trait,logit,15,1490
Maria,inferred,30,baseline,trait,jlens,16,1879
Maria,inferred,30,baseline,trait,logit,16,874
Maria,inferred,30,baseline,trait,jlens,17,55
Maria,inferred,30,baseline,trait,logit,17,301
Maria,inferred,30,baseline,trait,jlens,18,125
Maria,inferred,30,baseline,trait,logit,18,302
Maria,inferred,30,baseline,trait,jlens,19,134
Maria,inferred,30,baseline,trait,logit,19,84
Maria,inferred,30,baseline,trait,jlens,20,56
Maria,inferred,30,baseline,trait,logit,20,39
Maria,inferred,30,baseline,trait,jlens,21,11
Maria,inferred,30,baseline,trait,logit,21,28
Maria,inferred,30,baseline,trait,jlens,22,11
Maria,inferred,30,baseline,trait,logit,22,88
Maria,inferred,30,baseline,trait,jlens,23,16
Maria,inferred,30,baseline,trait,logit,23,104
Maria,inferred,30,baseline,trait,jlens,24,11
Maria,inferred,30,baseline,trait,logit,24,59
Maria,inferred,30,baseline,trait,jlens,25,10
Maria,inferred,30,baseline,trait,logit,25,28
Maria,inferred,30,baseline,trait,jlens,26,15
Maria,inferred,30,baseline,trait,logit,26,36
Maria,inferred,30,scene,trait,jlens,13,373
Maria,inferred,30,scene,trait,logit,13,2333
Maria,inferred,30,scene,trait,jlens,14,491
Maria,inferred,30,scene,trait,logit,14,1108
Maria,inferred,30,scene,trait,jlens,15,881
Maria,inferred,30,scene,trait,logit,15,1548
Maria,inferred,30,scene,trait,jlens,16,2546
Maria,inferred,30,scene,trait,logit,16,1307
Maria,inferred,30,scene,trait,jlens,17,990
Maria,inferred,30,scene,trait,logit,17,537
Maria,inferred,30,scene,trait,jlens,18,1390
Maria,inferred,30,scene,trait,logit,18,322
Maria,inferred,30,scene,trait,jlens,19,1180
Maria,inferred,30,scene,trait,logit,19,106
Maria,inferred,30,scene,trait,jlens,20,727
Maria,inferred,30,scene,trait,logit,20,41
Maria,inferred,30,scene,trait,jlens,21,203
Maria,inferred,30,scene,trait,logit,21,61
Maria,inferred,30,scene,trait,jlens,22,163
Maria,inferred,30,scene,trait,logit,22,143
Maria,inferred,30,scene,trait,jlens,23,152
Maria,inferred,30,scene,trait,logit,23,253
Maria,inferred,30,scene,trait,jlens,24,101
Maria,inferred,30,scene,trait,logit,24,327
Maria,inferred,30,scene,trait,jlens,25,106
Maria,inferred,30,scene,trait,logit,25,333
Maria,inferred,30,scene,trait,jlens,26,182
Maria,inferred,30,scene,trait,logit,26,377
Maria,inferred,30,control,trait,jlens,13,342
Maria,inferred,30,control,trait,logit,13,2875
Maria,inferred,30,control,trait,jlens,14,646
Maria,inferred,30,control,trait,logit,14,1319
Maria,inferred,30,control,trait,jlens,15,1178
Maria,inferred,30,control,trait,logit,15,1688
Maria,inferred,30,control,trait,jlens,16,2063
Maria,inferred,30,control,trait,logit,16,961
Maria,inferred,30,control,trait,jlens,17,79
Maria,inferred,30,control,trait,logit,17,365
Maria,inferred,30,control,trait,jlens,18,175
Maria,inferred,30,control,trait,logit,18,282
Maria,inferred,30,control,trait,jlens,19,203
Maria,inferred,30,control,trait,logit,19,77
Maria,inferred,30,control,trait,jlens,20,78
Maria,inferred,30,control,trait,logit,20,37
Maria,inferred,30,control,trait,jlens,21,13
Maria,inferred,30,control,trait,logit,21,40
Maria,inferred,30,control,trait,jlens,22,13
Maria,inferred,30,control,trait,logit,22,95
Maria,inferred,30,control,trait,jlens,23,17
Maria,inferred,30,control,trait,logit,23,116
Maria,inferred,30,control,trait,jlens,24,11
Maria,inferred,30,control,trait,logit,24,64
Maria,inferred,30,control,trait,jlens,25,10
Maria,inferred,30,control,trait,logit,25,31
Maria,inferred,30,control,trait,jlens,26,18
Maria,inferred,30,control,trait,logit,26,37
Nadia,inferred,0,baseline,trait,jlens,13,852
Nadia,inferred,0,baseline,trait,logit,13,12170
Nadia,inferred,0,baseline,trait,jlens,14,18431
Nadia,inferred,0,baseline,trait,logit,14,2793
Nadia,inferred,0,baseline,trait,jlens,15,112
Nadia,inferred,0,baseline,trait,logit,15,107
Nadia,inferred,0,baseline,trait,jlens,16,42
Nadia,inferred,0,baseline,trait,logit,16,21
Nadia,inferred,0,baseline,trait,jlens,17,1
Nadia,inferred,0,baseline,trait,logit,17,6
Nadia,inferred,0,baseline,trait,jlens,18,1
Nadia,inferred,0,baseline,trait,logit,18,4
Nadia,inferred,0,baseline,trait,jlens,19,1
Nadia,inferred,0,baseline,trait,logit,19,3
Nadia,inferred,0,baseline,trait,jlens,20,1
Nadia,inferred,0,baseline,trait,logit,20,3
Nadia,inferred,0,baseline,trait,jlens,21,1
Nadia,inferred,0,baseline,trait,logit,21,4
Nadia,inferred,0,baseline,trait,jlens,22,1
Nadia,inferred,0,baseline,trait,logit,22,3
Nadia,inferred,0,baseline,trait,jlens,23,1
Nadia,inferred,0,baseline,trait,logit,23,3
Nadia,inferred,0,baseline,trait,jlens,24,1
Nadia,inferred,0,baseline,trait,logit,24,1
Nadia,inferred,0,baseline,trait,jlens,25,1
Nadia,inferred,0,baseline,trait,logit,25,1
Nadia,inferred,0,baseline,trait,jlens,26,1
Nadia,inferred,0,baseline,trait,logit,26,1
Nadia,inferred,0,scene,trait,jlens,13,3016
Nadia,inferred,0,scene,trait,logit,13,7380
Nadia,inferred,0,scene,trait,jlens,14,45060
Nadia,inferred,0,scene,trait,logit,14,7296
Nadia,inferred,0,scene,trait,jlens,15,1288
Nadia,inferred,0,scene,trait,logit,15,1841
Nadia,inferred,0,scene,trait,jlens,16,543
Nadia,inferred,0,scene,trait,logit,16,286
Nadia,inferred,0,scene,trait,jlens,17,21
Nadia,inferred,0,scene,trait,logit,17,135
Nadia,inferred,0,scene,trait,jlens,18,6
Nadia,inferred,0,scene,trait,logit,18,51
Nadia,inferred,0,scene,trait,jlens,19,23
Nadia,inferred,0,scene,trait,logit,19,72
Nadia,inferred,0,scene,trait,jlens,20,4
Nadia,inferred,0,scene,trait,logit,20,22
Nadia,inferred,0,scene,trait,jlens,21,2
Nadia,inferred,0,scene,trait,logit,21,11
Nadia,inferred,0,scene,trait,jlens,22,4
